CaptureIndex,ServiceID,ServiceVersion,MessageID,MessageType,HeadSize,MessageSize,MessageEncoding,LocalTime,SeqNo,EventTime,SecurityID,MDStreamID,SecurityIDSource,TradingPhaseCode,EventType,TickBSFlag,ChannelNo,ApplicationSequence,BidApplicationSequence,OfferApplicationSequence,Side,OrderType,ExecutionType,Price,Quantity,TradeCount,Volume,Turnover,PreClosePrice,OpenPrice,HighPrice,LowPrice,LastPrice,TotalBidQuantity,WeightedAverageBidPrice,TotalOfferQuantity,WeightedAverageOfferPrice
4162,4,101,4,SHL2MarketData,23,1228,1,16:26:54.896,14887915,16:26:54.000,688711,,,,ENDTR,,,,,,,,,,,21739,14586818.000,334010480.37000,22.800,22.860,25.020,20.350,24.990,504342.000,22.370,642750.000,26.510
4163,4,101,4,SHL2MarketData,23,1212,1,16:26:54.896,14887916,16:26:54.000,688387,,,,ENDTR,,,,,,,,,,,72241,83268603.000,1039596596.39000,12.260,12.360,13.500,11.220,13.320,1708576.000,12.048,2668515.000,14.070
4164,4,101,4,SHL2MarketData,23,940,1,16:26:54.896,14887917,16:26:54.000,603073,,,,ENDTR,,,,,,,,,,,6456,2395849.000,33366148.82000,14.470,14.400,14.430,13.490,14.020,75997.000,13.630,123100.000,15.067
4165,4,101,4,SHL2MarketData,23,876,1,16:26:54.896,14887918,16:26:54.000,508033,,,,ENDTR,,,,,,,,,,,361,687900.000,4309957.50000,6.273,6.234,6.297,6.201,6.270,364300.000,6.236,388100.000,6.287
4166,4,101,4,SHL2MarketData,23,908,1,16:26:54.896,14887919,16:26:54.000,563900,,,,ENDTR,,,,,,,,,,,423,17659000.000,19939659.30000,1.125,1.127,1.137,1.117,1.128,1983800.000,1.116,1314700.000,1.132
4167,4,101,4,SHL2MarketData,23,2332,1,16:26:55.027,14887920,16:26:55.000,600105,,,,ENDTR,,,,,,,,,,,397458,178085757.000,6261486089.37000,36.070,36.660,38.320,32.460,38.280,2896951.000,35.653,2913672.000,39.104
4168,4,101,4,SHL2MarketData,23,2044,1,16:26:55.027,14887921,16:26:55.000,600408,,,,ENDTR,,,,,,,,,,,49938,71595601.000,170917947.34000,2.540,2.490,2.490,2.320,2.430,4421900.000,2.348,6430600.000,2.611
4169,4,101,4,SHL2MarketData,23,1164,1,16:26:55.027,14887922,16:26:55.000,600511,,,,ENDTR,,,,,,,,,,,30734,9417185.000,264975239.00000,27.850,27.850,28.530,27.750,27.780,213500.000,27.394,1346200.000,29.188
4170,4,101,4,SHL2MarketData,23,1116,1,16:26:55.027,14887923,16:26:55.000,601009,,,,ENDTR,,,,,,,,,,,83915,69500301.000,777353963.56000,11.270,11.250,11.390,11.010,11.100,1560400.000,10.962,4864860.000,11.487
4171,4,101,4,SHL2MarketData,23,1052,1,16:26:55.027,14887924,16:26:55.000,688798,,,,ENDTR,,,,,,,,,,,12453,4054911.000,237105720.97000,57.610,57.570,59.960,55.800,59.780,188087.000,55.660,368824.000,63.447
4172,4,101,4,SHL2MarketData,23,1020,1,16:26:55.027,14887925,16:26:55.000,603630,,,,ENDTR,,,,,,,,,,,21785,11961630.000,167226142.90000,14.630,14.350,14.490,13.700,14.000,518700.000,13.756,646200.000,14.994
4173,4,101,4,SHL2MarketData,23,956,1,16:26:55.027,14887926,16:26:55.000,688138,,,,ENDTR,,,,,,,,,,,32925,17668814.000,548485137.52000,29.960,30.500,34.560,27.360,33.890,508783.000,30.124,677271.000,35.183
4174,4,101,4,SHL2MarketData,23,1932,1,16:26:55.027,14887927,16:26:55.000,603220,,,,ENDTR,,,,,,,,,,,46451,25531231.000,445080468.07000,17.580,17.570,18.130,16.400,18.130,1184480.000,17.280,1334430.000,18.759
4175,4,101,4,SHL2MarketData,23,924,1,16:26:55.027,14887928,16:26:55.000,688088,,,,ENDTR,,,,,,,,,,,20579,8840079.000,292441164.21000,32.560,32.240,33.650,32.110,33.360,315572.000,32.506,871963.000,36.002
4176,4,101,4,SHL2MarketData,23,1052,1,16:26:55.027,14887929,16:26:55.000,603183,,,,ENDTR,,,,,,,,,,,24301,33067344.000,120645826.20000,3.800,3.810,3.820,3.500,3.720,1628032.000,3.617,1995500.000,4.011
4177,4,101,4,SHL2MarketData,23,940,1,16:26:55.027,14887930,16:26:55.000,517180,,,,ENDTR,,,,,,,,,,,907,11465800.000,17038339.70000,1.498,1.500,1.503,1.468,1.478,543800.000,1.471,882400.000,1.497
4178,4,101,4,SHL2MarketData,23,924,1,16:26:55.027,14887931,16:26:55.000,688080,,,,ENDTR,,,,,,,,,,,3886,1910403.000,61201051.96000,32.440,32.430,32.990,30.520,32.630,68781.000,30.583,198625.000,34.303
4179,4,101,4,SHL2MarketData,23,1932,1,16:26:55.027,14887932,16:26:55.000,561910,,,,ENDTR,,,,,,,,,,,12792,183509524.000,127294132.49800,0.675,0.674,0.707,0.673,0.707,15122563.000,0.687,11449200.000,0.715
4180,4,101,4,SHL2MarketData,23,956,1,16:26:55.027,14887933,16:26:55.000,561330,,,,ENDTR,,,,,,,,,,,2963,52289000.000,43851345.80000,0.823,0.826,0.865,0.818,0.864,2637400.000,0.850,5550800.000,0.872
4181,4,101,4,SHL2MarketData,23,940,1,16:26:55.027,14887934,16:26:55.000,561000,,,,ENDTR,,,,,,,,,,,743,9193200.000,12206276.80000,1.320,1.329,1.355,1.313,1.352,2551400.000,1.341,1911200.000,1.362
4182,4,101,4,SHL2MarketData,23,1004,1,16:26:55.027,14887935,16:26:55.000,562060,,,,ENDTR,,,,,,,,,,,1846,43774600.000,26672847.80000,0.611,0.608,0.615,0.603,0.605,6367500.000,0.602,14687700.000,0.618
4183,4,101,4,SHL2MarketData,23,864,1,16:26:55.027,14887936,16:26:55.000,589060,,,,ENDTR,,,,,,,,,,,1569,5308500.000,8721088.00000,1.585,1.585,1.884,1.539,1.877,800200.000,1.680,759500.000,1.880
4184,6,101,28,Snapshot300111_v2,23,920,1,16:26:55.051,16917966,16:26:54.000,164906,010,102 ,E0      ,,,1022,,,,,,,,,1767,10065286,9793327.5690,0.9750,0.979000,0.982000,0.965000,0.973000,996847,0.945000,2640080,1.002000
4185,6,101,28,Snapshot300111_v2,23,1600,1,16:26:55.051,16917967,16:26:54.000,300032,010,102 ,E0      ,,,1012,,,,,,,,,22836,29152412,93326464.2200,3.2500,3.220000,3.300000,3.060000,3.280000,1477890,3.120000,2358900,3.430000
4186,6,101,28,Snapshot300111_v2,23,1024,1,16:26:55.051,16917968,16:26:54.000,161119,010,102 ,E0      ,,,1023,,,,,,,,,215,8717262,15602410.3800,1.7910,1.790000,1.790000,1.789000,1.790000,5224738,1.787000,3162156,1.792000
4187,6,101,28,Snapshot300111_v2,23,864,1,16:26:55.051,16917969,16:26:54.000,300096,010,102 ,E0      ,,,1012,,,,,,,,,1503,3920900,30644941.0000,7.6900,7.700000,8.070000,7.640000,7.860000,456300,7.510000,616501,8.200000
4188,6,101,28,Snapshot300111_v2,23,764,1,16:26:55.051,16917970,16:26:54.000,164210,010,102 ,E0      ,,,1023,,,,,,,,,1,211,264.8050,1.2560,1.255000,1.255000,1.255000,1.255000,15200,1.225000,43054,1.334000
4189,6,101,28,Snapshot300111_v2,23,484,1,16:26:55.051,16917971,16:26:54.000,165522,010,102 ,E0      ,,,1024,,,,,,,,,33,25190,35155.4730,1.3680,1.428000,1.468000,1.358000,1.468000,9400,1.413000,34461,1.504000
4190,6,101,28,Snapshot300111_v2,23,1096,1,16:26:55.051,16917972,16:26:54.000,180306,010,102 ,E0      ,,,1023,,,,,,,,,375,713386,3398640.7480,4.7750,4.776000,4.810000,4.752000,4.788000,117931,4.726000,407748,4.802000
4191,6,101,28,Snapshot300111_v2,23,848,1,16:26:55.051,16917973,16:26:54.000,162412,010,102 ,E0      ,,,1021,,,,,,,,,185,1357207,766668.5410,0.5670,0.562000,0.574000,0.558000,0.570000,160800,0.541000,587549,0.579000
4192,6,101,28,Snapshot300111_v2,23,592,1,16:26:55.051,16917974,16:26:54.000,169201,010,102 ,E0      ,,,1021,,,,,,,,,193,275437,584777.0670,1.9660,2.011000,2.163000,1.956000,2.163000,103200,2.137000,0,0.000000
4193,6,101,28,Snapshot300111_v2,23,880,1,16:26:55.051,16917975,16:26:54.000,200026,010,102 ,E0      ,,,1014,,,,,,,,,63,172746,1319970.9000,7.6000,7.560000,7.680000,7.560000,7.680000,226654,7.520000,421500,8.140000
4194,6,101,28,Snapshot300111_v2,23,968,1,16:26:55.051,16917976,16:26:54.000,300091,010,102 ,E0      ,,,1014,,,,,,,,,1332,7849700,18488422.0000,2.3900,2.400000,2.400000,2.310000,2.380000,1351600,2.310000,2470160,2.640000
4195,6,101,28,Snapshot300111_v2,23,952,1,16:26:55.051,16917977,16:26:54.000,200055,010,102 ,E0      ,,,1013,,,,,,,,,54,525250,661954.5000,1.2800,1.270000,1.270000,1.250000,1.270000,341950,1.240000,586149,1.340000
4196,6,101,28,Snapshot300111_v2,23,1024,1,16:26:55.051,16917978,16:26:54.000,300080,010,102 ,E0      ,,,1013,,,,,,,,,17155,18446919,63487653.2100,3.4400,3.420000,3.490000,3.380000,3.450000,1898168,3.340000,3756100,3.760000
4197,6,101,28,Snapshot300111_v2,23,1632,1,16:26:55.051,16917979,16:26:54.000,300185,010,102 ,E0      ,,,1012,,,,,,,,,25443,97868416,268742382.8700,2.6900,2.700000,2.770000,2.690000,2.750000,9854108,2.710000,39816517,3.010000
4198,6,101,28,Snapshot300111_v2,23,1264,1,16:26:55.051,16917980,16:26:54.000,300233,010,102 ,E0      ,,,1014,,,,,,,,,25214,16074357,201418843.1000,13.0700,12.940000,12.940000,12.230000,12.620000,909800,12.310000,1224600,13.730000
4199,6,101,28,Snapshot300111_v2,23,864,1,16:26:55.051,16917981,16:26:54.000,201872,010,102 ,E0      ,,,1011,,,,,,,,,226,175000,2861787.6100,16.4400,16.500000,16.500000,16.270000,16.370000,124400,15.980000,204932,16.890000
4200,6,101,28,Snapshot300111_v2,23,1344,1,16:26:55.051,16917982,16:26:54.000,300122,010,102 ,E0      ,,,1011,,,,,,,,,71683,46126561,598533389.1400,12.7600,12.640000,13.560000,12.550000,12.900000,1601641,12.480000,6149602,14.210000
4201,6,101,28,Snapshot300111_v2,23,760,1,16:26:55.052,16917983,16:26:54.000,161121,010,102 ,E0      ,,,1025,,,,,,,,,125,324893,519054.1090,1.6050,1.605000,1.621000,1.580000,1.580000,20800,1.579000,50300,1.649000
4202,6,101,28,Snapshot300111_v2,23,680,1,16:26:55.052,16917984,16:26:54.000,164814,010,102 ,E0      ,,,1025,,,,,,,,,9,3600,3807.1000,1.0630,1.074000,1.085000,1.048000,1.049000,14900,1.050000,5500,1.101000
4203,6,101,28,Snapshot300111_v2,23,752,1,16:26:55.052,16917985,16:26:54.000,200512,010,102 ,E0      ,,,1015,,,,,,,,,1087,5251054,8892886.9100,1.8500,1.760000,1.790000,1.670000,1.670000,0,0.000000,769661,1.720000
4204,6,101,28,Snapshot300111_v2,23,1248,1,16:26:55.052,16917986,16:26:54.000,300111,010,102 ,E0      ,,,1015,,,,,,,,,35271,57797527,152283949.9700,2.7500,2.720000,2.720000,2.520000,2.680000,3890400,2.540000,11197100,2.990000
4205,4,101,4,SHL2MarketData,23,1484,1,16:26:55.058,14887937,16:26:55.000,600085,,,,ENDTR,,,,,,,,,,,42328,19490787.000,510392393.74000,26.360,26.060,26.830,25.720,25.900,951008.000,25.406,3137251.000,27.634
4206,4,101,4,SHL2MarketData,23,2076,1,16:26:55.058,14887938,16:26:55.000,600117,,,,ENDTR,,,,,,,,,,,10161,16054161.000,35035323.37000,2.220,2.220,2.230,2.160,2.180,2641243.000,2.144,5531600.000,2.285
4207,4,101,4,SHL2MarketData,23,1244,1,16:26:55.058,14887939,16:26:55.000,600528,,,,ENDTR,,,,,,,,,,,20901,17934813.000,128223323.71000,7.150,7.110,7.240,7.070,7.080,736500.000,6.991,4118100.000,7.483
4208,4,101,4,SHL2MarketData,23,1308,1,16:26:55.058,14887940,16:26:55.000,600423,,,,ENDTR,,,,,,,,,,,1565,5579300.000,13482357.00000,2.480,2.410,2.480,2.370,2.450,882300.000,2.394,1405300.000,2.564
4209,4,101,4,SHL2MarketData,23,908,1,16:26:55.058,14887941,16:26:55.000,603150,,,,ENDTR,,,,,,,,,,,14916,3297600.000,157632598.00000,48.800,48.510,51.500,44.030,50.390,74200.000,48.413,47900.000,52.079
4210,4,101,4,SHL2MarketData,23,2092,1,16:26:55.058,14887942,16:26:55.000,688432,,,,ENDTR,,,,,,,,,,,100378,76678691.000,3196121088.17000,42.270,40.300,47.160,33.820,46.510,2300629.000,40.380,2338482.000,49.106
4211,4,101,4,SHL2MarketData,23,892,1,16:26:55.058,14887943,16:26:55.000,588120,,,,ENDTR,,,,,,,,,,,3070,91151200.000,75126918.70000,0.808,0.812,0.893,0.767,0.890,2367700.000,0.816,1449000.000,0.910
4212,4,101,4,SHL2MarketData,23,1292,1,16:26:55.058,14887944,16:26:55.000,603395,,,,ENDTR,,,,,,,,,,,15884,5316394.000,119228129.94000,22.980,22.740,22.930,22.080,22.180,170140.000,22.040,400060.000,23.732
4213,4,101,4,SHL2MarketData,23,876,1,16:26:55.058,14887945,16:26:55.000,563760,,,,ENDTR,,,,,,,,,,,974,46572300.000,53201550.90000,1.142,1.143,1.152,1.135,1.141,1820000.000,1.137,1964000.000,1.145
4214,4,101,4,SHL2MarketData,23,924,1,16:26:55.058,14887946,16:26:55.000,588690,,,,ENDTR,,,,,,,,,,,220,5009700.000,5798209.50000,1.143,1.141,1.233,1.084,1.228,749900.000,1.204,631300.000,1.239
4215,4,101,4,SHL2MarketData,23,1004,1,16:26:55.058,14887947,16:26:55.000,563320,,,,ENDTR,,,,,,,,,,,769,12446800.000,10048054.10000,0.802,0.805,0.818,0.788,0.818,2965300.000,0.813,1985100.000,0.824
4216,4,101,4,SHL2MarketData,23,1004,1,16:26:55.058,14887948,16:26:55.000,563670,,,,ENDTR,,,,,,,,,,,376,4488700.000,2911946.10000,0.634,0.640,0.654,0.639,0.654,1051800.000,0.650,1133300.000,0.659
4217,4,101,4,SHL2MarketData,23,1676,1,16:26:55.058,14887949,16:26:55.000,520530,,,,ENDTR,,,,,,,,,,,7043,70174300.000,57667771.90000,0.816,0.821,0.830,0.811,0.826,3554900.000,0.818,5113500.000,0.841
4218,4,101,4,SHL2MarketData,23,1084,1,16:26:55.058,14887950,16:26:55.000,512450,,,,ENDTR,,,,,,,,,,,718,6323500.000,5567355.50000,0.890,0.884,0.894,0.871,0.875,1200200.000,0.864,1255300.000,0.889
4219,4,101,4,SHL2MarketData,23,1020,1,16:26:55.058,14887951,16:26:55.000,560210,,,,ENDTR,,,,,,,,,,,400,9566300.000,7439080.40000,0.783,0.782,0.785,0.768,0.771,1662700.000,0.763,3034500.000,0.783
4220,4,101,4,SHL2MarketData,23,892,1,16:26:55.058,14887952,16:26:55.000,508020,,,,ENDTR,,,,,,,,,,,154,756436.000,3841347.72400,5.087,5.065,5.100,5.060,5.100,984862.000,5.046,515719.000,5.166
4221,4,101,4,SHL2MarketData,23,924,1,16:26:55.058,14887953,16:26:55.000,520710,,,,ENDTR,,,,,,,,,,,6277,120296500.000,107990631.50000,0.871,0.883,0.927,0.872,0.924,1186000.000,0.904,1907600.000,0.934
4222,4,101,4,SHL2MarketData,23,876,1,16:26:55.058,14887954,16:26:55.000,515480,,,,ENDTR,,,,,,,,,,,248,6771615.000,7327605.11700,1.074,1.071,1.094,1.063,1.071,2021700.000,1.053,1171123.000,1.079
4223,6,101,28,Snapshot300111_v2,23,1144,1,16:26:55.201,16917987,16:26:54.000,300232,010,102 ,E0      ,,,1011,,,,,,,,,17553,19396842,93480300.2000,4.8300,4.800000,4.930000,4.670000,4.920000,1638700,4.740000,2596100,5.270000
4224,6,101,28,Snapshot300111_v2,23,1040,1,16:26:55.201,16917988,16:26:54.000,300335,010,102 ,E0      ,,,1014,,,,,,,,,24913,46597548,237351709.9100,5.6000,5.360000,5.400000,4.890000,5.160000,1698130,4.980000,4075406,5.860000
4225,6,101,28,Snapshot300111_v2,23,960,1,16:26:55.201,16917989,16:26:54.000,300209,010,102 ,E0      ,,,1015,,,,,,,,,130640,116874645,3001820738.2100,25.8400,25.700000,27.450000,23.230000,26.990000,3381600,24.580000,6592700,29.240000
4226,6,101,28,Snapshot300111_v2,23,920,1,16:26:55.201,16917990,16:26:54.000,300333,010,102 ,E0      ,,,1011,,,,,,,,,13434,10291500,70528835.0000,6.8800,6.880000,7.000000,6.570000,6.970000,820300,6.720000,1235400,7.620000
4227,6,101,28,Snapshot300111_v2,23,1112,1,16:26:55.201,16917991,16:26:54.000,300299,010,102 ,E0      ,,,1015,,,,,,,,,24997,22807463,109164948.3200,4.7800,4.750000,4.880000,4.640000,4.860000,1403000,4.700000,2725400,5.170000
4228,6,101,28,Snapshot300111_v2,23,1032,1,16:26:55.201,16917992,16:26:54.000,300436,010,102 ,E0      ,,,1011,,,,,,,,,31235,8773749,770325288.9200,91.9600,92.140000,92.440000,83.400000,90.490000,605200,86.530000,765277,100.590000
4229,6,101,28,Snapshot300111_v2,23,1520,1,16:26:55.201,16917993,16:26:54.000,300300,010,102 ,E0      ,,,1012,,,,,,,,,54557,47881663,306502453.1700,6.4500,6.440000,6.700000,6.000000,6.690000,1081400,6.410000,3835900,7.210000
4230,6,101,28,Snapshot300111_v2,23,1016,1,16:26:55.201,16917994,16:26:54.000,300188,010,102 ,E0      ,,,1013,,,,,,,,,21672,15632145,157157370.4800,9.8500,9.800000,10.210000,9.760000,10.180000,891000,9.710000,2551707,11.100000
4231,6,101,28,Snapshot300111_v2,23,912,1,16:26:55.202,16917995,16:26:54.000,300438,010,102 ,E0      ,,,1014,,,,,,,,,114159,30132989,1841722710.9300,58.0000,58.010000,63.170000,57.740000,62.900000,536900,59.780000,880542,66.440000
4232,6,101,28,Snapshot300111_v2,23,912,1,16:26:55.202,16917996,16:26:54.000,300314,010,102 ,E0      ,,,1013,,,,,,,,,9321,4923109,45721077.6300,9.5600,9.660000,9.660000,9.070000,9.340000,300591,9.150000,440612,10.350000
4233,6,101,28,Snapshot300111_v2,23,1320,1,16:26:55.202,16917997,16:26:54.000,300395,010,102 ,E0      ,,,1015,,,,,,,,,157406,36886514,2887453700.7500,75.3600,77.020000,83.950000,70.790000,83.900000,1014394,77.270000,1074100,87.120000
4234,6,101,28,Snapshot300111_v2,23,912,1,16:26:55.202,16917998,16:26:54.000,300415,010,102 ,E0      ,,,1012,,,,,,,,,20649,9186282,178513636.7800,19.2600,19.250000,19.680000,19.050000,19.520000,443600,19.060000,711600,21.400000
4235,6,101,28,Snapshot300111_v2,23,856,1,16:26:55.202,16917999,16:26:54.000,300535,010,102 ,E0      ,,,1011,,,,,,,,,9464,3840800,47543640.0000,12.8800,12.830000,12.880000,11.900000,12.530000,65200,12.080000,133400,13.110000
4236,6,101,28,Snapshot300111_v2,23,888,1,16:26:55.202,16918000,16:26:54.000,300636,010,102 ,E0      ,,,1011,,,,,,,,,9575,8792464,57025618.5200,6.6800,6.630000,6.680000,6.380000,6.540000,456480,6.410000,988320,7.180000
4237,6,101,28,Snapshot300111_v2,23,1176,1,16:26:55.202,16918001,16:26:54.000,300481,010,102 ,E0      ,,,1013,,,,,,,,,25012,19314354,245969389.0900,12.6000,12.650000,13.300000,12.030000,13.270000,1009950,12.110000,1908963,14.130000
4238,6,101,28,Snapshot300111_v2,23,872,1,16:26:55.202,16918002,16:26:54.000,300577,010,102 ,E0      ,,,1013,,,,,,,,,31752,22014021,411976643.4200,19.6000,17.000000,20.560000,17.000000,19.990000,557500,17.490000,1282196,21.680000
4239,6,101,28,Snapshot300111_v2,23,1296,1,16:26:55.202,16918003,16:26:54.000,300531,010,102 ,E0      ,,,1012,,,,,,,,,35139,31795214,539981540.5700,16.3700,16.240000,17.600000,15.800000,17.590000,1617085,16.840000,2063300,18.700000
4240,6,101,28,Snapshot300111_v2,23,864,1,16:26:55.202,16918004,16:26:54.000,300662,010,102 ,E0      ,,,1012,,,,,,,,,17910,7133700,124058248.0000,17.5000,17.620000,17.640000,17.160000,17.450000,372800,17.100000,564600,18.710000
4241,6,101,28,Snapshot300111_v2,23,864,1,16:26:55.202,16918005,16:26:54.000,300517,010,102 ,E0      ,,,1014,,,,,,,,,11987,8510100,69220463.0000,8.4000,8.320000,8.480000,7.800000,8.290000,451500,8.100000,220600,8.890000
4242,6,101,28,Snapshot300111_v2,23,1328,1,16:26:55.202,16918006,16:26:54.000,300505,010,102 ,E0      ,,,1015,,,,,,,,,23639,16696364,272835452.6400,16.6100,16.640000,16.830000,15.710000,16.810000,786597,16.110000,1345600,18.340000
4243,6,101,28,Snapshot300111_v2,23,864,1,16:26:55.202,16918007,16:26:54.000,300610,010,102 ,E0      ,,,1014,,,,,,,,,12027,5222720,45266861.4000,8.8500,8.850000,8.920000,8.340000,8.750000,189300,8.500000,292950,9.380000
4244,6,101,28,Snapshot300111_v2,23,872,1,16:26:55.202,16918008,16:26:54.000,300713,010,102 ,E0      ,,,1014,,,,,,,,,10755,4520185,49132685.9500,11.1100,11.090000,11.490000,10.300000,11.220000,118600,10.460000,510200,12.860000
4245,4,101,4,SHL2MarketData,23,892,1,16:26:55.189,14887955,16:26:55.000,603788,,,,ENDTR,,,,,,,,,,,4882,2346477.000,30448080.68000,13.180,13.150,13.230,12.810,12.940,237100.000,12.717,228400.000,13.530
4246,4,101,4,SHL2MarketData,23,1756,1,16:26:55.189,14887956,16:26:55.000,600351,,,,ENDTR,,,,,,,,,,,31296,24164200.000,156909504.00000,6.590,6.600,6.600,6.400,6.500,1197800.000,6.318,1977100.000,6.850
4247,4,101,4,SHL2MarketData,23,1660,1,16:26:55.189,14887957,16:26:55.000,600589,,,,ENDTR,,,,,,,,,,,67892,94838007.000,656865395.62000,7.010,6.980,7.220,6.400,7.220,5116218.000,6.837,7250400.000,7.502
4248,4,101,4,SHL2MarketData,23,1404,1,16:26:55.189,14887958,16:26:55.000,600537,,,,ENDTR,,,,,,,,,,,6872,32839948.000,66759528.92000,2.180,2.110,2.120,1.960,2.090,1831852.000,1.999,2698640.000,2.226
4249,4,101,4,SHL2MarketData,23,1116,1,16:26:55.189,14887959,16:26:55.000,600658,,,,ENDTR,,,,,,,,,,,15026,19288260.000,70046596.00000,3.740,3.730,3.750,3.530,3.680,1077800.000,3.572,2261200.000,3.923
4250,4,101,4,SHL2MarketData,23,1180,1,16:26:55.189,14887960,16:26:55.000,603955,,,,ENDTR,,,,,,,,,,,7640,3227600.000,55089065.00000,18.050,18.040,18.180,16.500,17.320,265500.000,16.932,372900.000,18.506
4251,4,101,4,SHL2MarketData,23,988,1,16:26:55.189,14887961,16:26:55.000,603368,,,,ENDTR,,,,,,,,,,,13927,6118975.000,94611227.37000,15.710,15.710,15.740,15.310,15.350,292499.000,15.189,1042880.000,16.446
4252,4,101,4,SHL2MarketData,23,892,1,16:26:55.189,14887962,16:26:55.000,605598,,,,ENDTR,,,,,,,,,,,30683,7816596.000,198126625.60000,25.710,26.010,26.180,23.820,25.900,122500.000,25.085,138400.000,27.186
4253,4,101,4,SHL2MarketData,23,924,1,16:26:55.189,14887963,16:26:55.000,603863,,,,ENDTR,,,,,,,,,,,10257,5761700.000,64414455.00000,11.540,11.480,11.550,10.630,11.400,278500.000,11.030,358300.000,11.934
4254,4,101,4,SHL2MarketData,23,940,1,16:26:55.189,14887964,16:26:55.000,688246,,,,ENDTR,,,,,,,,,,,10771,5149431.000,83244800.84000,17.140,17.140,17.210,15.260,16.660,251674.000,15.432,602096.000,19.350
4255,4,101,4,SHL2MarketData,23,1468,1,16:26:55.189,14887965,16:26:55.000,603535,,,,ENDTR,,,,,,,,,,,10917,6077851.000,35881010.93000,5.970,5.920,5.990,5.830,5.920,735100.000,5.780,639000.000,6.330
4256,4,101,4,SHL2MarketData,23,924,1,16:26:55.189,14887966,16:26:55.000,561350,,,,ENDTR,,,,,,,,,,,554,17436900.000,20795153.60000,1.181,1.183,1.262,1.160,1.244,1659000.000,1.231,1011000.000,1.251
4257,4,101,4,SHL2MarketData,23,1292,1,16:26:55.189,14887967,16:26:55.000,516760,,,,ENDTR,,,,,,,,,,,676,12084000.000,6882624.40000,0.577,0.575,0.576,0.563,0.567,2960500.000,0.560,3518800.000,0.579
4258,4,101,4,SHL2MarketData,23,908,1,16:26:55.189,14887968,16:26:55.000,688289,,,,ENDTR,,,,,,,,,,,11585,6044737.000,93723353.26000,15.710,15.870,15.870,15.320,15.390,331919.000,14.985,1231311.000,17.034
4259,4,101,4,SHL2MarketData,23,884,1,16:26:55.189,14887969,16:26:55.000,516380,,,,ENDTR,,,,,,,,,,,202,1691200.000,1486554.70000,0.853,0.865,0.919,0.865,0.899,966400.000,0.894,906100.000,0.900
4260,4,101,4,SHL2MarketData,23,924,1,16:26:55.189,14887970,16:26:55.000,603230,,,,ENDTR,,,,,,,,,,,6008,2483300.000,21881911.00000,8.880,8.920,8.960,8.700,8.830,246100.000,8.703,279500.000,9.258
4261,4,101,4,SHL2MarketData,23,1036,1,16:26:55.189,14887971,16:26:55.000,688119,,,,ENDTR,,,,,,,,,,,9489,18736906.000,66993835.83000,3.620,3.620,3.700,3.430,3.690,970015.000,3.488,1657551.000,4.033
4262,4,101,4,SHL2MarketData,23,1020,1,16:26:55.189,14887972,16:26:55.000,688443,,,,ENDTR,,,,,,,,,,,14254,4998164.000,123062019.35000,24.830,24.840,25.180,23.980,25.030,162184.000,24.142,325787.000,27.379
4263,4,101,4,SHL2MarketData,23,940,1,16:26:55.189,14887973,16:26:55.000,688615,,,,ENDTR,,,,,,,,,,,17458,4572819.000,452479537.16000,97.720,98.700,100.760,95.700,100.300,128475.000,96.564,354075.000,106.885
4264,6,101,28,Snapshot300111_v2,23,864,1,16:26:55.351,16918009,16:26:54.000,300746,010,102 ,E0      ,,,1012,,,,,,,,,12231,7322136,70662593.2200,9.8500,9.760000,10.220000,9.070000,10.180000,178900,9.600000,398400,11.280000
4265,6,101,28,Snapshot300111_v2,23,880,1,16:26:55.351,16918010,16:26:54.000,300615,010,102 ,E0      ,,,1015,,,,,,,,,16490,7453850,62267556.8000,8.6200,8.540000,8.720000,7.840000,8.620000,133300,8.120000,307040,9.210000
4266,6,101,28,Snapshot300111_v2,23,976,1,16:26:55.351,16918011,16:26:54.000,300730,010,102 ,E0      ,,,1015,,,,,,,,,12819,10994516,119142620.7200,11.5100,11.280000,11.460000,10.310000,11.140000,895038,10.630000,1114500,12.640000
4267,6,101,28,Snapshot300111_v2,23,920,1,16:26:55.351,16918012,16:26:54.000,300851,010,102 ,E0      ,,,1012,,,,,,,,,7791,2481175,51316346.8100,21.5000,21.580000,21.670000,19.980000,20.910000,279000,20.660000,130900,22.310000
4268,6,101,28,Snapshot300111_v2,23,1520,1,16:26:55.351,16918013,16:26:54.000,300759,010,102 ,E0      ,,,1011,,,,,,,,,214497,104760635,3979824275.6500,37.2800,36.560000,39.450000,36.440000,39.360000,2267584,37.430000,3415688,41.490000
4269,6,101,28,Snapshot300111_v2,23,856,1,16:26:55.351,16918014,16:26:54.000,300976,010,102 ,E0      ,,,1012,,,,,,,,,38527,8435338,397257680.8800,46.2300,46.810000,51.800000,40.950000,51.500000,138640,46.590000,201201,53.920000
4270,6,101,28,Snapshot300111_v2,23,856,1,16:26:55.351,16918015,16:26:54.000,301072,010,102 ,E0      ,,,1012,,,,,,,,,22614,6954400,225222123.0000,34.1800,34.800000,35.670000,28.880000,33.120000,35800,30.700000,183800,37.050000
4271,6,101,28,Snapshot300111_v2,23,992,1,16:26:55.351,16918016,16:26:54.000,300652,010,102 ,E0      ,,,1013,,,,,,,,,20242,8655783,214860056.4600,28.4100,27.840000,27.880000,22.730000,25.570000,159700,24.080000,248800,28.410000
